Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,likes_anomaly,shares_anomaly,comments_anomaly,any_anomaly,anomaly_count,youtube_anomaly,tiktok_anomaly,instagram_anomaly,twitter_anomaly,platform_anomaly,view_like_anomaly,day_of_week,is_weekend,day_of_month,day_of_year,week_of_year,month,quarter,year,year_month,total_interactions,engagement_rate,like_rate,share_rate,comment_rate,likes_per_share,likes_per_comment,comment_to_like_ratio,share_to_like_ratio,virality_score,engagement_density,Engagement_Level_Cal
2023-08-16,TikTok,#Viral,Post,UK,344152,155459,92731,12480,Low,0,0,0,0,0,False,True,False,False,1,0,2,0,16,228,33,8,3,2023,2023-08,260670,0.7574269508821684,0.45171478964297856,0.26944701920366815,0.03626294119185362,1.6764331622309452,12.455652591939748,0.0802778849864917,0.5964942750546764,1.0450032398380953,0.4309863067150335,High
2022-03-06,Twitter,#Fitness,Post,Brazil,1595568,145000,70495,40154,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,6,65,9,3,1,2022,2022-03,255649,0.1602244467174072,0.09087667158236341,0.044181730780680745,0.025165943935987724,2.056854289605084,3.6110073465321877,0.2769222281225647,0.48616906090302825,0.2169890490477065,0.13809780268871774,High
2022-11-22,YouTube,#Fitness,Shorts,India,2632783,220230,80297,29046,Medium,0,0,0,0,0,True,False,False,False,1,0,1,0,22,326,47,11,4,2022,2022-11,329573,0.1251804649300759,0.08364909540623158,0.030498893946484026,0.011032428030556247,2.7426585967271913,7.581850105002237,0.13188878949829952,0.3646035299299372,0.161195525345034,0.11125367781590059,High
2023-06-13,TikTok,#Dance,Post,Germany,2252242,248785,7800,26183,Low,0,0,0,0,0,False,False,False,False,0,0,1,0,13,164,24,6,2,2023,2023-06,282768,0.12554956350161306,0.11046099377376242,0.003463214226884044,0.0116252997567314,31.89142417638764,9.501413076688054,0.10524306030082078,0.031352246509047936,0.1348253718626276,0.11154512210997196,High
2023-03-14,Twitter,#Gaming,Post,India,2532021,335223,14017,24606,Low,0,0,0,0,0,False,False,False,False,0,0,1,0,14,73,11,3,1,2023,2023-03,373846,0.14764727464740615,0.13239339942543943,0.005535891868238112,0.009717925041725545,23.913753745184763,13.623074734831553,0.07340166575185547,0.04181383194520679,0.15804207072450396,0.12865213721068444,High
2023-06-07,YouTube,#Challenge,Video,UK,4138006,417828,36755,20440,High,0,0,0,0,0,False,False,False,False,0,0,2,0,7,158,23,6,2,2023,2023-06,475023,0.11479514529461775,0.10097324629948669,0.008882295269196016,0.004939575984284222,11.367613450865164,20.440682941147692,0.048919534067764565,0.08796660834934866,0.12614720081430505,0.10297420631866827,High
2022-12-18,Instagram,#Tech,Reel,India,4854421,486650,86108,46638,Medium,0,0,0,0,0,False,False,True,False,1,0,6,1,18,352,50,12,4,2022,2022-12,619396,0.12759420742453118,0.10024880408007379,0.017738054087592714,0.009607322972745263,5.651557909161644,10.434400394519608,0.09583459193549382,0.17693994258719287,0.15013589671437713,0.11315613949096216,High
2022-12-12,Twitter,#Viral,Video,Brazil,4066022,295418,61929,8393,Low,0,0,0,0,0,False,False,False,False,0,0,0,0,12,346,50,12,4,2022,2022-12,365740,0.0899503249121623,0.07265527027269644,0.015230853342442972,0.002064179174589027,4.770192152430163,35.19394805813676,0.028410494924158567,0.2096310663836788,0.10621324571946593,0.08252699490631492,High
2023-07-03,YouTube,#Music,Live Stream,Brazil,2007848,280952,42850,13703,High,0,0,0,0,0,False,False,False,False,0,0,0,0,3,184,27,7,3,2023,2023-07,337505,0.16809290344687447,0.1399268570495092,0.02134124627897815,0.0068247164004862915,6.556486429721593,20.501459427904262,0.04877328236395411,0.1525166130989881,0.19284642420819495,0.14390371086996287,High
2022-06-20,TikTok,#Fitness,Live Stream,Brazil,4321729,395257,25222,9123,High,0,0,0,0,0,False,False,False,False,0,0,0,0,20,171,25,6,2,2022,2022-06,429602,0.0994051223480232,0.09145805036409031,0.005836088788517561,0.0021109601941814967,15.670499147603378,43.32058307759755,0.023081126757712685,0.06381148515653066,0.10629666823239767,0.09041719046726064,Medium
2022-04-23,YouTube,#Dance,Live Stream,USA,111610,3213,71922,12065,Low,0,0,0,0,0,False,False,False,False,0,0,5,1,23,113,16,4,2,2022,2022-04,87200,0.7812919989248275,0.028787485104514787,0.6443988495757587,0.10809866411016836,0.04467277505109631,0.26628543013426154,3.7538892345986308,22.37772246421904,1.4797331804212845,0.4386097278808913,High
2022-11-06,Instagram,#Gaming,Video,Germany,2048086,191738,99853,42598,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,6,310,44,11,4,2022,2022-11,334189,0.16317137073345553,0.09361809337201007,0.048754276551728516,0.020798921139580498,1.92018346786308,4.500997676001784,0.22216659104303246,0.5207756377158533,0.22232502818483785,0.14028145365249603,High
2022-02-24,Twitter,#Music,Post,USA,4894673,140903,8150,24491,Medium,0,0,0,0,0,False,False,False,False,0,0,3,0,24,55,8,2,1,2022,2022-02,173544,0.03545568825537477,0.028787003996588945,0.0016650751408571849,0.005003601874200406,17.286590602380077,5.75302139474114,0.1738133764832794,0.057840799409527056,0.039622557089603924,0.03424162777560629,High
2023-02-19,Instagram,#Gaming,Reel,USA,991012,355863,94626,26180,High,0,0,0,0,0,False,False,False,False,0,0,6,1,19,50,7,2,1,2023,2023-02,476669,0.4809921575117153,0.35909014311618515,0.09548411574822933,0.026417413293266585,3.760691980090249,13.592414346281654,0.07356743025425444,0.2659049524537464,0.5896844945525437,0.3247769781035525,High
2023-04-18,YouTube,#Tech,Post,Australia,1469953,306082,51502,1668,High,0,0,0,0,0,False,False,False,False,0,0,1,0,18,108,16,4,2,2023,2023-04,359252,0.24439692969775223,0.20822556352103536,0.03503647052900975,0.0011347293860896328,5.942993612022601,183.3924505692031,0.005449502259191134,0.1682615499717397,0.2800005986581893,0.19639788870028235,High
2022-02-08,Instagram,#Fitness,Reel,USA,1913736,54523,2152,11464,High,0,0,0,0,0,False,False,False,False,0,0,1,0,8,39,6,2,1,2022,2022-02,68139,0.03560522454507832,0.028490330698523362,0.0011245014335825665,0.005990373807895234,25.32419879238272,4.755604012211077,0.21025603404005574,0.039468857750715285,0.03972489427753134,0.034381078524124885,High
2023-01-12,YouTube,#Fitness,Shorts,Canada,2911881,44708,57294,21899,Low,0,0,0,0,0,True,False,False,False,1,0,3,0,12,12,2,1,1,2023,2023-01,123901,0.04255015915828978,0.015353644138052297,0.019675934670429638,0.007520565737210505,0.7803124181865783,2.041461187214612,0.4898118946968172,1.2814869489364558,0.06598636208472733,0.040813536676876004,High
2023-04-03,YouTube,#Comedy,Shorts,Canada,2206955,316622,64570,9555,Medium,0,0,0,0,0,True,False,False,False,1,0,0,0,3,93,14,4,2,2023,2023-04,390747,0.1770525452489969,0.14346547914865543,0.02925749312627891,0.0043294927492890664,4.903470598256183,33.13331938049393,0.030177845576600564,0.20393338449828344,0.20847470452514685,0.1504202560570843,High
2022-12-16,YouTube,#Challenge,Live Stream,Australia,4574924,197709,97880,18735,Medium,0,0,0,0,0,False,False,False,False,0,0,4,0,16,350,50,12,4,2022,2022-12,314324,0.068705840796481,0.04321579042279382,0.02139488625496593,0.004095149100804931,2.019891500904159,10.552359094790777,0.09476000202316524,0.49506853472257345,0.09214828658393306,0.06428882314826329,High
2022-09-25,YouTube,#Gaming,Shorts,USA,4910553,499704,34160,9319,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,25,268,38,9,3,2022,2022-09,543183,0.1106154439225073,0.10176122694099281,0.0069564452401908216,0.0018977492152616588,14.627909019056819,53.61630901287554,0.018649002911717914,0.06836033259623178,0.11852074124426694,0.0995983303922302,High
2023-07-21,YouTube,#Tech,Shorts,UK,3101726,490,80829,593,High,0,0,0,0,0,True,False,False,False,1,0,4,0,21,202,29,7,3,2023,2023-07,81912,0.026408522222788215,0.00015797650792606828,0.026059353386033008,0.000191183814694201,0.006062105653841396,0.8249158249158249,1.2077393075356415,164.62118126272912,0.05256345900203338,0.025729055878840498,Medium
2023-02-17,Instagram,#Comedy,Reel,USA,1664101,117775,50763,42936,High,0,0,0,0,0,False,False,True,False,1,0,4,0,17,48,7,2,1,2023,2023-02,211474,0.1270800269935539,0.07077390688791912,0.030504740694981436,0.025801303045125838,2.320049641478213,2.7429722616857255,0.364556446135036,0.43101310963184347,0.17048534284557076,0.11275155618943523,High
2022-02-26,TikTok,#Education,Post,Brazil,2417241,419969,78050,42955,Low,0,0,0,0,0,False,True,False,False,1,0,5,1,26,57,8,2,1,2022,2022-02,540974,0.2237981235631863,0.17373891401853847,0.03228886474750976,0.017770252213059345,5.38069979884947,9.776725020951671,0.1022811153177608,0.18584660809105413,0.26497202183314705,0.18287176557484836,High
2022-01-07,TikTok,#Viral,Post,Japan,2758290,30695,65435,16736,Low,0,0,0,0,0,False,False,False,False,0,0,4,0,7,7,1,1,1,2022,2022-01,112866,0.0409188301447636,0.011128267467065658,0.023723022697750167,0.006067525145098903,0.46908429610611896,1.833960685905479,0.545217617930675,2.1317109721136305,0.06767560058021434,0.03931029870895207,Low
2023-08-12,Twitter,#Gaming,Post,Brazil,271748,215421,41229,16581,Low,0,0,0,0,0,False,False,False,False,0,0,5,1,12,224,32,8,3,2023,2023-08,273231,1.0,0.7927204883918616,0.1517172096309462,0.06101586390382301,5.224860538442881,12.991255578337956,0.07696985451810864,0.19138713780393832,1.1876787035094885,0.5013606028856158,High
2023-08-28,YouTube,#Viral,Shorts,India,1151377,488602,78927,10780,High,0,0,0,0,0,False,False,False,False,0,0,0,0,28,240,35,8,3,2023,2023-08,578309,0.5022759704249781,0.4243628070016971,0.06855003309078339,0.009362694093512296,6.190477397121427,45.32065671088025,0.02206290178324734,0.16153605278723218,0.5755069143235323,0.33434334324264636,High
2022-04-20,Twitter,#Tech,Video,Germany,1188499,97329,81880,35799,Low,0,0,0,0,0,False,False,False,False,0,0,2,0,20,110,16,4,2,2022,2022-04,215008,0.18090717787730576,0.08189230122002525,0.06889356331510307,0.030121161127471603,1.1886640368339418,2.718687150837989,0.36781054145689923,0.8412616870440769,0.2648611695414388,0.1531933934066592,High
2023-02-07,YouTube,#Fitness,Live Stream,Japan,1797416,432818,87238,33875,Low,0,0,0,0,0,False,False,False,False,0,0,1,0,7,38,6,2,1,2023,2023-02,553931,0.3081818566208379,0.24079999243358663,0.04853520357268235,0.018846489156383855,4.961290248627334,12.776537961978983,0.07826597261210806,0.20155769501800982,0.3661401333135271,0.2355802865336337,High
2022-10-01,YouTube,#Gaming,Video,India,4334449,298421,27429,47285,Medium,0,0,0,0,0,False,False,False,False,0,0,5,1,1,274,39,10,4,2022,2022-10,373135,0.08608591311144738,0.06884864284972718,0.006328138518151092,0.010909111882707148,10.879365658038644,6.310979994078585,0.15845011426771485,0.09191346482497939,0.09786858771009009,0.07926252617053674,High
2022-09-15,YouTube,#Viral,Shorts,Brazil,4938299,139325,25425,21859,Medium,0,0,0,0,0,True,False,False,False,1,0,3,0,15,258,37,9,3,2022,2022-09,186609,0.037788112870443855,0.028213150274385923,0.005148532895935848,0.0044264220480732235,5.4796271533076375,6.373513266239708,0.15689103254238262,0.18248568106455362,0.045149849138367455,0.03641216583790382,Medium
2022-10-04,YouTube,#Fashion,Post,Germany,4629556,8738,79929,19204,Low,0,0,0,0,0,True,False,False,False,1,0,1,0,4,277,40,10,4,2022,2022-10,107871,0.02330050657125651,0.0018874376101212277,0.017264934852297964,0.004148129075848942,0.10932065557362693,0.45498568081228846,2.1975054354045085,9.146240988671472,0.042639500928490566,0.022769955083212893,Medium
2022-08-16,Twitter,#Viral,Post,Japan,4774320,416290,52552,21456,High,0,0,0,0,0,False,False,False,False,0,0,1,0,16,228,33,8,3,2022,2022-08,490298,0.10269483402872032,0.08719355066406302,0.011007219665372311,0.004494042189454794,7.921336555477327,19.401127837069488,0.05154086924771374,0.12623861673684994,0.11594905327898983,0.0931307836579976,High
2023-08-30,TikTok,#Gaming,Video,Japan,2497597,321619,36084,47880,Low,0,0,0,0,0,False,False,False,False,0,0,2,0,30,242,35,8,3,2023,2023-08,405583,0.1623892885841871,0.1287713234876069,0.014447481139879197,0.019170418938516127,8.912816959955661,6.717048516112863,0.14887133884708662,0.11219451526646353,0.18642191417513948,0.13970301531424162,High
2023-08-10,YouTube,#Comedy,Shorts,Brazil,1882126,475800,43114,27910,Low,0,0,0,0,0,False,False,False,False,0,0,3,0,10,222,32,8,3,2023,2023-08,546824,0.29053527765941284,0.2527990937912266,0.022907062063293286,0.014828967439497973,11.035602458541112,17.047042384722868,0.05865897717743342,0.09061351279211267,0.3208566690770602,0.22512773008913317,High
2023-02-16,YouTube,#Comedy,Shorts,Brazil,1194460,216370,38625,17650,Medium,0,0,0,0,0,True,False,False,False,1,0,3,0,16,47,7,2,1,2023,2023-02,272645,0.22825795757078512,0.1811444659976341,0.03233676109977639,0.014776539376337947,5.601667270750272,12.258228995524332,0.08157285403311904,0.1785128321263016,0.2679827972616938,0.18583877772892873,High
2023-09-16,Twitter,#Comedy,Tweet,UK,1622856,192496,43325,17806,Low,0,0,0,0,0,False,False,False,False,0,0,5,1,16,259,37,9,3,2023,2023-09,253627,0.15628435301715002,0.11861550339925206,0.026696745307812086,0.010972008008099296,4.442967271384388,10.810130847419554,0.09250014285936924,0.22506844262507988,0.18846700602702518,0.13516083012742455,High
2022-09-30,Twitter,#Gaming,Tweet,India,1301521,96995,8034,37607,Medium,0,0,0,0,0,False,False,False,False,0,0,4,0,30,273,39,9,3,2022,2022-09,142636,0.10959177762018438,0.07452428771853262,0.006172773107177597,0.02889463259168881,12.07156191661481,2.579105509466071,0.38771701925852614,0.08282815786217988,0.130211782820421,0.0987676547632979,High
2023-07-06,YouTube,#Dance,Shorts,Australia,4530295,353065,91917,19537,High,0,0,0,0,0,True,False,False,False,1,0,3,0,6,187,27,7,3,2023,2023-07,464519,0.10253614830822276,0.07793420120892763,0.02028940272335406,0.004312521742508658,3.8410866206836527,18.070682772033987,0.0553352630952853,0.2603394266227844,0.12498178926939874,0.09300025986953668,High
2023-04-23,Instagram,#Tech,Reel,UK,3642505,472553,83616,25351,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,23,113,16,4,2,2023,2023-04,581520,0.1596483738526097,0.129732936610125,0.022955624506864232,0.0069597689063518355,5.651398639032733,18.63967339854844,0.05364677899245377,0.176944857095697,0.1860838389833812,0.13766963973934812,High
2022-03-08,YouTube,#Education,Shorts,USA,558319,94611,39828,27525,Low,0,0,0,0,0,True,False,False,False,1,0,1,0,8,67,10,3,1,2022,2022-03,161964,0.29009222326304496,0.16945658403782776,0.07133543487605674,0.049299684768591485,2.3754299630922193,3.437150330596527,0.2909250412209868,0.420961400245212,0.3860769809428285,0.2248616168922493,High
2023-01-06,Instagram,#Challenge,Reel,Australia,797275,354616,31544,29280,High,0,0,0,0,0,False,False,False,False,0,0,4,0,6,6,1,1,1,2023,2023-01,415440,0.5210749114170142,0.4447844911925105,0.03956471786432804,0.03672504879113381,11.241591377397368,12.110788565964278,0.08256795359500532,0.08895230629101256,0.5790015001078673,0.34257018343139156,High
2022-01-13,Instagram,#Tech,Reel,Canada,1146819,153532,13633,27160,Medium,0,0,0,0,0,False,False,False,False,0,0,3,0,13,13,2,1,1,2022,2022-01,194325,0.16944696591179603,0.13387628398528104,0.011887654557820756,0.02368287961493521,11.260965233973888,5.65266374581201,0.17690008011307015,0.08879524271654954,0.19317591252332536,0.14489495535155061,High
2022-08-07,TikTok,#Gaming,Video,Canada,3317315,70605,61789,43169,Low,0,0,0,0,0,False,True,False,False,1,0,6,1,7,219,31,8,3,2022,2022-08,175563,0.05292322254594454,0.021283772784986416,0.018626202628872258,0.01301323117845873,1.142660624696553,1.6355107713690062,0.6114069625810837,0.8751239271450019,0.07805602481041903,0.0502631354430358,Medium
2022-02-19,YouTube,#Tech,Post,Canada,2514764,100963,79384,29464,Medium,0,0,0,0,0,False,False,False,False,0,0,5,1,19,50,7,2,1,2022,2022-02,209811,0.08343168583612617,0.040148085407582815,0.03156716432748189,0.011716402924328913,1.27181457454179,3.426539962667572,0.29182678974684045,0.7862604492690464,0.12085701844903997,0.07700687263151133,High
2022-05-06,Instagram,#Fitness,Reel,India,4956932,128560,68871,43838,Medium,0,0,0,0,0,False,False,False,False,0,0,4,0,6,126,18,5,2,2022,2022-05,241269,0.04867305018507415,0.02593539190463135,0.01389387348991806,0.008843774971338123,1.8666511789987223,2.9325486439015487,0.3409898802902902,0.5357067851059031,0.06698880134147465,0.04641394205418375,High
2022-04-15,Twitter,#Tech,Tweet,India,2131247,184490,46526,35734,High,0,0,0,0,0,False,False,False,False,0,0,4,0,15,105,15,4,2,2022,2022-04,266750,0.12516146650294405,0.08656430410726484,0.02183040171767903,0.016766701951157256,3.9652244933049627,5.162725619140899,0.19368966507851332,0.25218574347800166,0.1553751604693588,0.1112386712744011,High
2023-02-08,Instagram,#Viral,Video,UK,1131722,340105,73373,11857,Medium,0,0,0,0,0,False,False,False,False,0,0,2,0,8,39,6,2,1,2023,2023-02,425335,0.37582992996513276,0.3005196501264002,0.06483300242197075,0.010476945330261911,4.635225011584485,28.681480856805532,0.03486266046467866,0.2157356824048973,0.44590107296573456,0.2731659791516945,High
2022-06-01,YouTube,#Tech,Shorts,USA,2833025,156803,67252,2601,Low,0,0,0,0,0,True,False,False,False,1,0,2,0,1,152,22,6,2,2022,2022-06,226656,0.08000494171424537,0.05534823895015436,0.023738574937187305,0.000918099586802239,2.3315391134967958,60.26249039200615,0.01658758705135073,0.4288921200989771,0.10420253820473233,0.07407831077814975,High
2022-09-25,TikTok,#Fashion,Video,Australia,3587576,363800,86707,9705,High,0,0,0,0,0,False,False,False,False,0,0,6,1,25,268,38,9,3,2022,2022-09,460212,0.12827937303627854,0.10140548899716996,0.0241686798638747,0.0027051684186848116,4.195691285694515,37.481969915516174,0.026676672136690113,0.23833634322060687,0.15380060135294657,0.11369468954401762,High
2022-10-09,Twitter,#Gaming,Post,USA,1942883,174956,57853,15443,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,9,282,40,10,4,2022,2022-10,248252,0.12777506417010184,0.090049637549128,0.029776867790357014,0.007948493064948808,3.0240951360320807,11.328412328412329,0.08826740284755683,0.3306698217276245,0.16152611272726525,0.11329835906961461,High
2023-12-30,Twitter,#Dance,Post,India,295323,249791,34311,31083,High,0,0,0,0,0,False,False,False,False,0,0,5,1,30,364,52,12,4,2023,2023-12,315185,1.0,0.845820183933578,0.11618087253321775,0.10525050453061723,7.279989508043833,8.035999227898598,0.12443553036126057,0.13735828209069947,1.2360576857959393,0.5162667811068815,High
2023-09-12,Twitter,#Challenge,Video,UK,720247,6093,2414,30680,Medium,0,0,0,0,0,False,False,False,False,0,0,1,0,12,255,37,9,3,2023,2023-09,39187,0.05440772401689976,0.0084595861425509,0.003351623329741978,0.04259643900434295,2.5229813664596272,0.19859196245233207,5.034460124712832,0.39612733836560554,0.07905749130854928,0.05160027072793686,High
2022-08-04,YouTube,#Dance,Video,Japan,841094,337567,10161,19041,High,0,0,0,0,0,False,False,False,False,0,0,3,0,4,216,31,8,3,2022,2022-08,366769,0.4360618432660321,0.40134229783793746,0.012080680541437055,0.022638346441246234,33.21855933871285,17.727497111647935,0.056406412930135555,0.030100601952791736,0.45946117858268093,0.3036511591132438,High
